411,ANNANDALE,ANNANDALE 2038 NSW,20,,,,,0,annandale-2038,2038
412,ROZELLE,ROZELLE 2039 NSW,20,,,,,0,rozelle-2039,2039
413,LEICHHARDT,LEICHHARDT 2040 NSW,20,,,,,0,leichhardt-2040,2040
414,LILYFIELD,LILYFIELD 2040 NSW,20,,,,,0,lilyfield-2040,2040
415,BALMAIN,BALMAIN 2041 NSW,20,,,,,0,balmain-2041,2041
416,BALMAIN EAST,BALMAIN EAST 2041 NSW,20,,,,,0,balmain-east-2041,2041
417,BIRCHGROVE,BIRCHGROVE 2041 NSW,20,,,,,0,birchgrove-2041,2041
418,NEWTOWN,NEWTOWN 2042 NSW,20,,,,,0,newtown-2042,2042
419,ERSKINEVILLE,ERSKINEVILLE 2043 NSW,20,,,,,0,erskineville-2043,2043
420,ST PETERS,ST PETERS 2044 NSW,20,,,,,0,st-peters-2044,2044
421,SYDENHAM,SYDENHAM 2044 NSW,20,,,,,0,sydenham-2044,2044
432,STANMORE,STANMORE 2048 NSW,20,,,,,0,stanmore-2048,2048
433,LEWISHAM,LEWISHAM 2049 NSW,20,,,,,0,lewisham-2049,2049
434,PETERSHAM,PETERSHAM 2049 NSW,20,,,,,0,petersham-2049,2049
435,CAMPERDOWN,CAMPERDOWN 2050 NSW,20,,,,,0,camperdown-2050,2050
436,UNSW SYDNEY,UNSW SYDNEY 2052 NSW,20,,,,,0,unsw-sydney-2052,2052
437,HMAS PLATYPUS,HMAS PLATYPUS 2060 NSW,20,,,,,0,hmas-platypus-2060,2060
438,LAVENDER BAY,LAVENDER BAY 2060 NSW,20,,,,,0,lavender-bay-2060,2060
450,ST LEONARDS,ST LEONARDS 2065 NSW,20,,,,,0,st-leonards-2065,2065
451,WOLLSTONECRAFT,WOLLSTONECRAFT 2065 NSW,20,,,,,0,wollstonecraft-2065,2065
452,NORTH SYDNEY,NORTH SYDNEY 2066 NSW,20,,,,,0,north-sydney-2066,2066
453,LANE COVE,LANE COVE 2066 NSW,20,,,,,0,lane-cove-2066,2066
454,LANE COVE NORTH,LANE COVE NORTH 2066 NSW,20,,,,,0,lane-cove-north-2066,2066
455,LANE COVE WEST,LANE COVE WEST 2066 NSW,20,,,,,0,lane-cove-west-2066,2066
456,LINLEY POINT,LINLEY POINT 2066 NSW,20,,,,,0,linley-point-2066,2066
457,LONGUEVILLE,LONGUEVILLE 2066 NSW,20,,,,,0,longueville-2066,2066
458,NORTHWOOD,NORTHWOOD 2066 NSW,20,,,,,0,northwood-2066,2066
459,CHATSWOOD,CHATSWOOD 2067 NSW,20,,,,,0,chatswood-2067,2067
460,CHATSWOOD EAST,CHATSWOOD EAST 2067 NSW,20,,,,,0,chatswood-east-2067,2067
461,CHATSWOOD WEST,CHATSWOOD WEST 2067 NSW,20,,,,,0,chatswood-west-2067,2067
462,CASTLECRAG,CASTLECRAG 2068 NSW,20,,,,,0,castlecrag-2068,2068
463,MIDDLE COVE,MIDDLE COVE 2068 NSW,20,,,,,0,middle-cove-2068,2068
464,NORTH WILLOUGHBY,NORTH WILLOUGHBY 2068 NSW,20,,,,,0,north-willoughby-2068,2068
465,WILLOUGHBY,WILLOUGHBY 2068 NSW,20,,,,,0,willoughby-2068,2068
466,WILLOUGHBY EAST,WILLOUGHBY EAST 2068 NSW,20,,,,,0,willoughby-east-2068,2068
467,CASTLE COVE,CASTLE COVE 2069 NSW,20,,,,,0,castle-cove-2069,2069
468,ROSEVILLE,ROSEVILLE 2069 NSW,20,,,,,0,roseville-2069,2069
479,TURRAMURRA,TURRAMURRA 2074 NSW,20,,,,,0,turramurra-2074,2074
480,WARRAWEE,WARRAWEE 2074 NSW,20,,,,,0,warrawee-2074,2074
481,ST IVES,ST IVES 2075 NSW,20,,,,,0,st-ives-2075,2075
482,ST IVES CHASE,ST IVES CHASE 2075 NSW,20,,,,,0,st-ives-chase-2075,2075
483,NORMANHURST,NORMANHURST 2076 NSW,20,,,,,0,normanhurst-2076,2076
484,NORTH WAHROONGA,NORTH WAHROONGA 2076 NSW,20,,,,,0,north-wahroonga-2076,2076
485,WAHROONGA,WAHROONGA 2076 NSW,20,,,,,0,wahroonga-2076,2076
486,ASQUITH,ASQUITH 2077 NSW,20,,,,,0,asquith-2077,2077
487,HORNSBY,HORNSBY 2077 NSW,20,,,,,0,hornsby-2077,2077
488,HORNSBY HEIGHTS,HORNSBY HEIGHTS 2077 NSW,20,,,,,0,hornsby-heights-2077,2077
489,WAITARA,WAITARA 2077 NSW,20,,,,,0,waitara-2077,2077
490,MOUNT COLAH,MOUNT COLAH 2079 NSW,20,,,,,0,mount-colah-2079,2079
